,name,price,original_price,reviews,Rating,Bank_offers,discount_percent
964,"TRIGGR Kraken X2 Quad Mic ENC, 40 Hr Battery, Rapid Pai...",1299.0,3999.0,173.0,4.0,Bank Offer,67.51687921980495
965,KDM A1 Hop Pods Wireless V5.4 Upto 36 HRS Music Time 30...,1345.0,2499.0,98.0,3.9,Bank Offer,46.17847138855542
966,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
967,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",300.0,2999.0,173.0,3.7,Hot Deal,89.99666555518506
968,Divya Buds Pro 2 with 50 dB ANC| Hi-Res + LDAC| Smart D...,428.0,1999.0,43.0,3.5,Bank Offer,78.58929464732365
969,GWALBROS AirPods Pro Wireless TWS White_003 Bluetooth,281.0,999.0,173.0,4.0,Bank Offer,71.87187187187187
970,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",699.0,3999.0,173.0,4.0,Super Deals,82.52063015753939
971,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,299.0,2399.0,923.0,3.5,Super Deals,87.53647353063776
972,"HOPPUP AirDoze 402 Earbuds with 50H PlayTime, 40MS Low ...",599.0,4999.0,317.0,3.7,Bank Offer,88.01760352070414
973,abhi A4 Airbuds Tws |Max Power| HD Sound | BT Earbuds |...,269.0,1699.0,20.0,3.4,Bank Offer,84.16715715126544
974,MarQ by Flipkart Rhythm Q1035 72 Hours Playtime Type C ...,899.0,8999.0,15.0,4.1,Bank Offer,90.01000111123459
975,"Earbot Blast Pods True Wireless Earbuds with Deep Bass,...",495.0,1999.0,96.0,4.0,Bank Offer,75.23761880940471
976,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,268.0,1299.0,173.0,3.6,Bank Offer,79.36874518860661
977,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",799.0,2999.0,173.0,4.1,Super Deals,73.35778592864288
978,FINGERS SizeZero Pods2 Bluetooth,1357.0,2499.0,922.0,3.9,Bank Offer,45.69827931172469
979,"Noise Buds Connect 2 with Dual pairing, Quad mic with E...",1499.0,3999.0,173.0,4.0,Bank Offer,62.515628907226805
980,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",999.0,4999.0,173.0,4.1,Bank Offer,80.01600320064013
981,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",599.0,2999.0,173.0,4.1,Bank Offer,80.02667555851951
982,SOBEYS Ultrapods Bluetooth,253.0,1999.0,677.0,3.5,Bank Offer,87.34367183591796
983,Samsung Samsung Galaxy Buds3 FE Bluetooth,11999.0,14999.0,7.0,4.4,Bank Offer,20.00133342222815
984,TECHBROS New Edition TWS M19 PRO with Power Bank Upto 4...,290.0,1999.0,63.0,3.5,Bank Offer,85.49274637318659
985,Sennheiser Accentum True Wireless Earbuds with BT 5.3 a...,9990.0,19990.0,67.0,4.3,Hot Deal,50.025012506253134
986,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...",1299.0,5499.0,173.0,4.0,No Offer,76.37752318603383
987,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
988,"Fire-Boltt Fire Pods Polaris ANC ENC Earbuds TWS, about...",2082.0,,173.0,3.7,Bank Offer,78.3679753656659
989,Three Guys AirPods Pro (2nd generation) with MagSafe Ca...,266.0,1999.0,173.0,4.0,Bank Offer,86.69334667333666
990,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",699.0,1999.0,173.0,4.1,Bank Offer,65.03251625812906
991,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",799.0,3999.0,173.0,4.0,Bank Offer,80.02000500125031
992,SOBEYS Ultrapod Earbuds/TWS Charging Bluetooth,250.0,2499.0,998.0,3.5,Bank Offer,89.99599839935975
993,"Tunifi TN Buds Air7 with 52dB ANC,12.4mm Driver, 52hr P...",498.0,1499.0,17.0,4.4,Bank Offer,66.77785190126751
994,"CMT EARBUD Bluetooth 5.3 Earbuds with Deep Bass, Fast C...",395.0,2999.0,10.0,4.3,Bank Offer,86.82894298099366
995,"DSSB Buds Pro / 42dB Active Noise Cancellation,Ultra Ba...",420.0,1999.0,3.0,5.0,Bank Offer,78.98949474737368
996,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...",1099.0,5999.0,46.0,4.3,Bank Offer,81.68028004667445
997,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...",1199.0,3499.0,173.0,4.1,Bank Offer,65.73306659045441
998,"itel T31 With 30H Playtime, 25db ANC, Quad-Mic ENC, Gam...",949.0,3499.0,102.0,3.8,Bank Offer,72.87796513289511
999,Jmax JM-TW-10 | 35H Non-Stop Music | Crystal Clear Soun...,398.0,1499.0,59.0,3.6,Bank Offer,73.44896597731821
