,name,price,original_price,reviews,Rating,Bank_offers
428,"truke BTG Flex buds with Dual Pairing, 60Hrs Battery, H...",₹899,"₹3,499","(89,235)",4,Hot Deal
429,SONY WF-C710NSA Noise Cancellation Wireless Earbuds wit...,"₹6,990","₹12,990",(428),3.9,Bank Offer
430,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
431,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
432,HOPPUP Predator Xo4 Gaming Earbuds with 35MS Low Latenc...,₹698,"₹4,999","(10,117)",4.1,Hot Deal
433,"PHILIPS TAT1150RD Earbuds with ANC/ENC, 55H Playtime, 1...","₹1,499","₹3,999","(1,395)",3.7,Super Deals
434,Caidea TWS7 Sufi V5.4 Upto 30Hrs Playtime* Type C Fast ...,₹299,"₹2,399",(923),3.5,Super Deals
435,boAt Airdopes 121 Pro Plus Bluetooth,"₹1,099","₹4,990",(36),4,Super Deals
436,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
437,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
438,OnePlus Buds Pro 3 - Lunar Rediance Bluetooth,"₹10,999","₹13,999","(2,327)",4.4,Hot Deal
439,"realme Buds Air 5 Pro with 50dB ANC, 360 Spatial Audio ...","₹4,999","₹7,999","(22,858)",4.4,Bank Offer
440,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
441,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
442,"truke Mega 10 Earbuds w/ 70H Battery, 24-Bit Spatial So...","₹1,199","₹4,499","(2,016)",4.1,Bank Offer
443,Caidea TW101 Earth 32dB Active Noise Cancellation 60Hrs...,₹375,"₹2,999","(16,594)",3.7,Super Deals
444,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
445,"boAt Nirvana ION ANC Pro w/ Hi-Res Audio with LDAC, ANC...","₹2,399","₹13,990","(1,22,801)",4.2,Super Deals
446,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
447,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
448,"JBL Tune Beam 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,...","₹4,999","₹11,999","(1,030)",4.1,Hot Deal
449,boAt Airdopes 161 ANC w/ Active Noise Cancellation(32dB...,"₹1,299","₹5,999","(1,13,774)",3.8,Hot Deal
450,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
451,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
452,"REDMI Buds 5C with 40dB Hybrid ANC, Quad-Mic AI Calling...","₹1,599","₹4,999","(19,860)",4,Bank Offer
453,"GOBOULT Klarity 4 ANC 35dB, 4 Mic ENC, 60H Total Batter...",₹999,"₹3,999","(2,64,518)",4.1,Bank Offer
454,Hectic Black Earbuds With Premium Quality Sound Bluetoo...,₹258,"₹1,199","(10,424)",3.6,Bank Offer
455,"POCO Buds X1 with 40 dB ANC, AI ENC + Quad Mic, 36 Hrs ...","₹1,499","₹4,999","(3,616)",4.3,Hot Deal
456,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
457,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
458,Aroma NB138 Ascrow 32dB Active Noice Cancellation 70H* ...,₹589,"₹2,999","(64,977)",3.8,Bank Offer
459,SONY WF-C700N/BZ IN Bluetooth,"₹6,490","₹12,990","(1,318)",4,Hot Deal
460,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
461,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
462,Portronics Twins S16 in Ear Earbuds Bluetooth,₹649,"₹1,999","(6,227)",4,Hot Deal
463,"boAt Nirvana Space w/ 360 Spatial Audio, ANC(~32dB), 10...","₹1,899","₹8,499","(2,249)",4,Bank Offer
464,"boAt Airdopes 131 Pro Buds w/ In Ear Detection, 4 Mics ...","₹1,199","₹5,490","(23,759)",4,Hot Deal
465,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹399,"₹2,999","(16,594)",3.7,Super Deals
466,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
467,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
468,"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm D...",₹599,"₹2,999","(71,301)",3.9,Bank Offer
469,"Mivi Duopods Horizon [New Launch], AI-ENC, 60 Hrs, 13mm...",₹899,"₹3,999","(8,073)",4.1,Bank Offer
470,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
471,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
472,"truke Buds F1 Ultra with 60 Hours Playtime, Spatial Aud...",₹799,"₹2,999","(43,526)",4,Bank Offer
473,Aroma NB126 Crown V5.4 Upto 60Hr Playtime* Dual Pairing...,₹599,"₹2,299","(64,977)",3.8,Bank Offer
474,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹250,"₹1,599",(105),3.6,Bank Offer
475,"Leaf Buds X334 True Wireless, AI SOUND App, 40H Playtim...",₹599,"₹2,999",(242),3.9,Bank Offer
476,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
477,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
478,"realme Buds Air8 with 55dB ANC,11+6mm Dual Drivers,AI T...","₹3,799","₹5,299",(258),4.4,Super Deals
479,Caidea TWS7 Sufi V5.4 Upto 30Hrs Playtime* Type C Fast ...,₹299,"₹2,399",(923),3.5,Super Deals
480,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
481,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
482,"GOBOULT W35 with 48 Hrs Battery Life,4 Mic ENC, Wavy Sh...",₹699,"₹2,999","(8,442)",3.9,Bank Offer
483,"Soundcore by Anker K20i,36Hr Playtime,Dual mic with AI ...",₹899,"₹5,598","(1,415)",4,Bank Offer
484,"realme Buds Air 7 Pro with 53dB ANC,360 Spatial Audio, ...","₹4,999","₹7,999","(5,764)",4.4,Hot Deal
485,"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming ...",₹999,"₹4,999","(32,011)",4,Bank Offer
486,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
487,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
488,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",₹699,"₹3,999","(3,598)",3.9,Bank Offer
489,boAt Airdopes Plus 311 Bluetooth,₹999,"₹3,990",(239),4.1,Super Deals
490,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
491,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
492,"HOPPUP AirDoze F52 Earbuds with 40H PlayTime, 40MS Low ...",₹599,"₹4,999",(239),3.9,Bank Offer
493,"Noise Buds Trance with 45 Hrs Playtime, Low Latency (up...",₹999,"₹2,499","(43,427)",4.1,Hot Deal
494,Samsung Galaxy Buds 3 Pro Bluetooth,"₹18,999","₹24,999",(916),4.5,Bank Offer
495,BULLSTORM BS ultrapood Good Sound Bluetooth Gaming,₹498,"₹2,999",(455),3.7,Bank Offer
496,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
497,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
498,Gabbar New-Newly Launched Buds Marine in-Ear Truly Wire...,"₹1,998","₹4,999",N/A,N/A,Bank Offer
499,"boAt Nirvana Crown, SONIC A.R.C,LEDs, Haptic Feedback, ...","₹2,799","₹9,990",(337),4.1,Super Deals
500,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
501,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
502,Jeevan jyoti agency Earbuds Touch Waterproof LED Digita...,₹286,"₹1,385","(4,494)",3.7,Super Deals
503,"truke Mega 9 Earbuds w/24 bit 360 Spatial Sound,Leather...","₹1,099","₹3,999","(4,250)",4,Bank Offer
504,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
505,"ZEBRONICS Zeb-Pods K2, Upto 40H Backup, Dual EQ Mode,Qu...",₹799,"₹4,499","(1,058)",4,Bank Offer
506,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
507,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
508,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, T...","₹1,699","₹5,990","(24,729)",4.1,Bank Offer
509,"Noise Aura Buds with Dual Device Pairing, 60 Hours of P...","₹1,499","₹4,499","(7,977)",4,Bank Offer
510,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
511,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
512,"Noise Aura Buds with Dual Device Pairing, 60 Hours of P...","₹1,499","₹4,499","(7,977)",4,Bank Offer
513,"Noise Buds Verve 2 with 50Hr Playtime, ENC, Quad Mic & ...","₹1,499","₹3,999","(6,360)",4,Bank Offer
514,"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, T...","₹1,599","₹6,499","(24,729)",4.1,Super Deals
515,NS WORLD PRO 6 Airbud Tws |MaxPower|HD Sound | BT Earbu...,₹275,"₹1,400","(1,136)",3.7,Bank Offer
516,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
517,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
518,"boAt Airdopes 71,40 H Battery, ENx Tech, Low Latency, S...",₹899,"₹3,990","(1,49,406)",3.9,Bank Offer
519,"Mivi Duopods K6, 50Hrs PT, HD Call, Fast Charging, 50ms...",₹999,"₹3,999","(47,809)",3.9,Bank Offer
520,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
521,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
522,TECHIO Earbuds Bluetooth,₹246,"₹1,299",(526),3.6,Bank Offer
523,"ORAIMO FreePods Lite Earbuds with 40Hr Playtime,Custom ...",₹299,"₹2,999","(6,874)",3.8,Hot Deal
524,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,4...","₹9,999","₹24,999",(776),4.1,Bank Offer
525,"Soundcore by Anker R50i NC,45Hr Playtime,4 mics with 42...","₹1,499","₹5,598","(1,033)",4.2,Bank Offer
526,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
527,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
528,"truke Crystal Bass earbuds with 13mm Drivers, Made in I...",₹799,"₹2,999","(9,514)",4,Bank Offer
529,"Mivi DuoPods Storm [New launch], 60 Hrs, 13mm Drivers, ...",₹799,"₹3,499","(11,173)",4.1,Bank Offer
530,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
531,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
532,"Noise Airwave Pro with ANC, 60 Hrs of Playtime, Low lat...","₹1,499","₹3,999","(1,242)",3.8,Bank Offer
533,"Mivi Duopods I2, 45Hrs Playtime, HD Call, Fast Charging...",₹699,"₹2,999","(12,596)",3.9,Hot Deal
534,"realme Buds Air 6 Pro with 50dB ANC, 360 Spatial Audio ...","₹4,999","₹7,999","(14,397)",4.4,Bank Offer
535,"boAt Airdopes 131 Pro Buds w/ In Ear Detection, 4 Mics ...","₹1,199","₹5,490","(23,759)",4,Hot Deal
536,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
537,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
538,Aroma NB140 Ranger 50 Hours* Playtime |Perfect for Musi...,₹399,"₹1,999","(34,600)",3.7,Bank Offer
539,TECHIO Earbuds Bluetooth,₹248,"₹1,999","(37,093)",3.5,Hot Deal
540,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
541,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
542,SONY WF-C700N/GZ IN Bluetooth,"₹6,490","₹12,990","(1,318)",4,Hot Deal
543,"HOPPUP AirDoze S40 Earbuds with 13MM Drivers, 40H Playt...",₹599,"₹3,999","(68,190)",4.1,Hot Deal
544,"Mivi DuoPods Storm [New launch], 60 Hrs, 13mm Drivers, ...",₹799,"₹3,499","(11,173)",4.1,Bank Offer
545,"NS WORLD V2.0 TWS Earbuds, 20H Playtime,IPX5,Bluetooth ...",₹285,"₹1,400","(6,842)",3.6,Bank Offer
546,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
547,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
548,"Joker And Jordan TWS Earbuds with 100 HRS Playtime,(50m...",₹269,"₹1,999",(30),3.5,Super Deals
549,boAt Airdopes 141 Gen 2 Bluetooth,₹999,"₹3,990",(74),4.1,Super Deals
550,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
551,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
552,abhi M4 Airbuds Tws | Earphone |HD Sound | BT Earbuds |...,₹281,"₹1,799",(13),3.7,Bank Offer
553,"TRIGGR Rizz Duo with Latest BT v6.0, Dual Pairing, Prem...",₹649,"₹3,999","(2,764)",3.8,Super Deals
554,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹399,"₹2,999","(16,594)",3.7,Super Deals
555,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
556,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
557,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
558,"Number Navo Buds N1 w/ 100Hrs Playtime, 4Mic ENC, Dual ...",₹899,"₹5,999","(4,079)",4,Hot Deal
559,Aroma NB126 Crown V5.4 Upto 60Hr Playtime* Dual Pairing...,₹399,"₹2,299","(64,977)",3.8,Bank Offer
560,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
561,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
562,"Noise Buds VS102 Pro with ANC (25dB), 70 Hours Playtime...","₹1,299","₹4,999","(70,053)",3.8,Bank Offer
563,OnePlus Buds Pro 2 Bluetooth,"₹7,477","₹13,999","(8,647)",4.4,Bank Offer
564,"boAt Immortal Katana Blade with Beast Mode(50ms), 70HRS...","₹1,499","₹4,999","(51,171)",4,Bank Offer
565,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹999,"₹3,999","(88,543)",4,Bank Offer
566,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
567,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
568,"truke Aura Pro earbuds w/ 60H Battery, Leather finish C...",₹899,"₹2,799","(1,374)",4.2,Bank Offer
569,"boAt Airdopes 300 w/ 4-Mics ENx Technology,Multipoint C...","₹1,299","₹6,490","(3,810)",4,Bank Offer
570,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
571,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
572,"GOBOULT W35 with 48Hrs, 4 Mic ENC, Wavy Shell Design, L...",₹699,"₹2,999","(2,134)",3.9,Super Deals
573,Caidea TW101 Earth 32dB Active Noise Cancellation 60H* ...,₹599,"₹3,499","(16,594)",3.7,Bank Offer
574,"Number Super Buds GT M9 Gaming TWS Earbuds, 60Hr Playba...",₹959,"₹7,499","(6,583)",3.8,Super Deals
575,TECHIO BS ultrapood Bluetooth,₹253,"₹1,812",(448),3.5,Bank Offer
576,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
577,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
578,"JBL Wave Buds 2 ANC Earbuds with BTv5.3,Multi Connect,F...","₹2,499","₹6,999","(2,359)",3.7,Hot Deal
579,"TRIGGR Kraken X1 Plus with Dual Pairing, Battery Displa...","₹1,199","₹3,999","(88,543)",4,Hot Deal
580,"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset ...",₹799,"₹3,999","(16,872)",3.9,Bank Offer
581,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",₹799,"₹3,999","(3,598)",3.9,Super Deals
582,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",₹373,"₹3,199","(16,594)",3.7,Bank Offer
583,"truke BTG Flex buds with Dual Pairing, 60Hrs Battery, H...",₹899,"₹3,499","(89,235)",4,Hot Deal
584,"EARBUDDY SnapX 20 Buds With Touch Sensor, Waterproof, A...",₹264,"₹1,599",(472),3.8,Bank Offer
585,Noise Buds X2 with 140Hr playtimeANC (32dB)Dual Pairing...,"₹1,599","₹4,499","(7,780)",3.9,Bank Offer
586,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...","₹1,299","₹2,999","(23,495)",4.1,Bank Offer
587,"GOBOULT Z60 with 60Hr Battery, 4 Mic ENC, 50ms Ultra Lo...",₹899,"₹2,999","(94,828)",4.1,Bank Offer
588,BULLSTORM Ultrapods Black Bluetooth,₹278,"₹2,199","(7,190)",3.4,Bank Offer
589,SONY WF1000XM5/BZIN Bluetooth,"₹20,990","₹29,990",(537),4.2,Bank Offer
590,"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm...",₹599,"₹3,999","(30,027)",3.8,Hot Deal
591,"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm...",₹599,"₹3,999","(30,027)",3.8,Hot Deal
592,"boAt Airdopes 131,60H Battery, ASAP Charge, Stream Ad F...",₹749,"₹2,999","(20,47,075)",4,Bank Offer
593,"TRIGGR Rizz Duo with Latest BT v6.0, Dual Pairing, Prem...",₹749,"₹3,999","(2,764)",3.8,Bank Offer
594,"Mivi Duopods D4, 50Hrs Playtime, HD Call, Fast Charging...",₹799,"₹2,999","(91,715)",3.9,Bank Offer
595,DSSB Earbuds With Premium Quality Sound Bluetooth,₹281,"₹1,999","(27,930)",3.6,Bank Offer
596,"GOBOULT Z40 Pro with 100Hr, 4 Mic ENC, Scratch Proof, R...","₹1,299","₹5,499","(1,63,620)",4.1,Bank Offer
597,"truke Mega 7 Earbuds w/ 60H Battery, 13mm Drivers, 24-b...",₹999,"₹3,499","(1,761)",4.4,Hot Deal
598,"boAt Airdopes 301,75H Battery, 4Mics ENx, ASAP Charge, ...","₹1,299","₹4,990","(12,567)",3.9,Bank Offer
599,NEXX ARHAM TRUE WIRLESS BLUETOOTH AIR_PODS WITH GOOD SO...,₹288,"₹1,799","(5,726)",3.6,Bank Offer
600,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
601,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
602,boAt Airdopes 141 Gen 2 Bluetooth,₹999,"₹3,990",(74),4.1,Super Deals
603,"HOPPUP Predator Xo1 Gaming Earbuds with 50H Playtime,13...",₹699,"₹4,999","(34,081)",4.1,Bank Offer
604,"boAt Airdopes Prime 412, AI-ENx Tech, 50 Hour Battery, ...","₹1,299","₹4,490","(1,684)",4.1,Bank Offer
605,"HOPPUP AirDoze F50 Earbuds with 40H PlayTime, 40MS Low ...",₹599,"₹4,999","(3,832)",3.9,Hot Deal
606,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
607,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
608,"boAt Nirvana Ion 32dB Active Noise Cancellation, 120HRS...","₹1,999","₹8,999","(1,41,630)",4.1,Bank Offer
609,"boAt Nirvana Ion 32dB Active Noise Cancellation, 120HRS...","₹1,999","₹8,999","(1,41,630)",4.1,Bank Offer
610,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
611,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
612,"Number Navo Buds Z1 w/ Digital Display, 72H Playtime, 4...",₹899,"₹6,999","(2,938)",3.9,Bank Offer
613,SOBEYS M10 Bluetooth,₹246,"₹1,899",(893),3.5,Bank Offer
614,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹399,"₹2,999","(16,594)",3.7,Super Deals
615,"PTron Basspods Tour with AI-ENC Calls, 45hrs Playback, ...",₹699,"₹3,199","(3,284)",4,Hot Deal
616,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
617,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
618,MAGENESE M19 Wireless Earbuds TWS 5.1 Large Screen Dual...,₹236,"₹1,999",(196),3.6,Bank Offer
619,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",₹373,"₹3,199","(16,594)",3.7,Bank Offer
620,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
621,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
622,"Mivi AI-Buds (Breakthrough Launch), World's 1st Human-l...","₹2,999","₹19,999","(1,539)",3.7,Hot Deal
623,"PHILIPS TAT1050BK Earbuds with ANC/ENC, 50H Playtime, 1...","₹1,699","₹2,899",(633),3.6,Bank Offer
624,"Joker And Jordan TWS Earbuds with 100 HRS Playtime,(50m...",₹299,"₹1,999",(26),3.7,Super Deals
625,"Noise Buds Verve 2 with 50Hr Playtime, ENC, Quad Mic & ...","₹1,499","₹3,999","(6,360)",4,Bank Offer
626,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
627,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
628,"HOPPUP AirDoze Earbuds with 40H , 40MS Low Latency, AI ...",₹599,"₹4,999","(3,832)",3.9,Hot Deal
629,SIGNATIZE Wireless Neckband Earphones with 10mm Drivers...,₹232,₹999,"(2,453)",3.8,Bank Offer
630,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
631,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
632,"Mivi AI-Buds (Breakthrough Launch), World's 1st Human-l...","₹2,999","₹19,999","(1,539)",3.7,Bank Offer
633,"Number Navo Buds N1 w/ 100Hrs Playtime, 4Mic ENC, Dual ...",₹999,"₹5,999","(4,079)",4,Bank Offer
634,"JBL Tune Flex 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,...","₹5,499","₹10,499",(282),4,Hot Deal
635,GWALBROS A13 TWS AIRPOD black Earbud Bluetooth Bluetoot...,₹245,"₹1,099",(633),3.4,Bank Offer
636,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
637,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
638,GWALBROS New Edition TWS M19 Gaming Earbuds Bluetooth 5...,N/A,N/A,"(7,252)",3.7,N/A
639,"truke Buds Echo 24-Bit 360 Spatial Audio, 13mm Titanium...",₹999,"₹3,999","(1,910)",4.2,Super Deals
640,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
641,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
642,Bose New QuietComfort Ultra Wireless Earbuds with Spati...,"₹18,990","₹25,900",(109),4.1,Bank Offer
643,"TECHIO Wireless Bluetooth HD Sound, Auto Pairing, Touch...",₹255,"₹1,999",(30),3.8,Bank Offer
